Date,Fixture,Season,Market,Selection,MatchRating,Fair Odds,Available Odds,Value Rating,Result,P/L
2024-05-04,Stoke vs Bristol City,2023_24,Draw,Draw,-7,3.2941,3.52,✅ Fair,loss,-1.0
2024-05-04,Stoke vs Bristol City,2023_24,Away,Bristol City,-7,2.4348,3.51,✅ Good,loss,-1.0
2024-05-04,Plymouth vs Hull,2023_24,Home,Plymouth,-9,3.0,3.38,✅ Fair,win,2.38
2024-05-04,Plymouth vs Hull,2023_24,Draw,Draw,-9,3.6429,3.73,✅ Fair,loss,-1.0
2024-05-04,Middlesbrough vs Watford,2023_24,Away,Watford,6,2.8889,4.59,✅ Excellent,loss,-1.0
2024-05-04,Ipswich vs Huddersfield,2023_24,Draw,Draw,7,3.8667,6.41,✅ Excellent,loss,-1.0
2024-05-04,Ipswich vs Huddersfield,2023_24,Away,Huddersfield,7,7.25,11.19,✅ Good,loss,-1.0
2024-05-04,Coventry vs QPR,2023_24,Away,QPR,-6,2.3333,3.16,✅ Good,win,2.16
2024-05-04,Birmingham vs Norwich,2023_24,Home,Birmingham,2,2.25,2.36,✅ Fair,win,1.36
2024-05-04,Leicester vs Blackburn,2023_24,Away,Blackburn,10,3.0,4.89,✅ Excellent,win,3.89
2024-05-04,Leeds vs Southampton,2023_24,Draw,Draw,-1,3.7097,4.4,✅ Good,loss,-1.0
2024-05-04,Leeds vs Southampton,2023_24,Away,Southampton,-1,3.2857,5.25,✅ Excellent,win,4.25
2024-08-09,Blackburn vs Derby,2024_25,Home,Blackburn,-2,2.122,2.28,✅ Fair,win,1.28
2024-08-09,Preston vs Sheffield United,2024_25,Home,Preston,-17,2.5,3.16,✅ Good,loss,-1.0
2024-08-10,Millwall vs Watford,2024_25,Home,Millwall,7,1.6364,2.34,✅ Excellent,loss,-1.0
2024-08-10,Stoke vs Coventry,2024_25,Away,Coventry,12,2.0,2.75,✅ Excellent,loss,-1.0
2024-08-10,QPR vs West Brom,2024_25,Home,QPR,1,1.8696,2.55,✅ Excellent,loss,-1.0
2024-08-10,Oxford vs Norwich,2024_25,Home,Oxford,-1,2.7179,3.04,✅ Fair,win,2.04
2024-08-10,Oxford vs Norwich,2024_25,Draw,Draw,-1,3.1176,3.49,✅ Fair,loss,-1.0
2024-08-10,Hull vs Bristol City,2024_25,Home,Hull,0,2.3617,2.63,✅ Fair,loss,-1.0
2024-08-10,Hull vs Bristol City,2024_25,Draw,Draw,0,3.1714,3.27,✅ Fair,win,2.27
2024-08-10,Middlesbrough vs Swansea,2024_25,Away,Swansea,1,3.9091,4.16,✅ Fair,loss,-1.0
2024-08-10,Leeds vs Portsmouth,2024_25,Draw,Draw,-6,4.1429,5.01,✅ Good,win,4.01
2024-08-10,Leeds vs Portsmouth,2024_25,Away,Portsmouth,-6,2.4167,7.81,✅ Excellent,loss,-1.0
2024-08-11,Sheffield Weds vs Plymouth,2024_25,Away,Plymouth,10,2.8,4.27,✅ Excellent,loss,-1.0
2024-08-12,Luton vs Burnley,2024_25,Home,Luton,1,1.8696,2.4,✅ Good,loss,-1.0
2024-08-16,Coventry vs Oxford,2024_25,Draw,Draw,-9,3.1333,3.98,✅ Good,loss,-1.0
2024-08-16,Coventry vs Oxford,2024_25,Away,Oxford,-9,3.3571,4.72,✅ Good,loss,-1.0
2024-08-17,Watford vs Stoke,2024_25,Away,Stoke,-7,2.2069,2.71,✅ Good,loss,-1.0
2024-08-17,Sheffield United vs QPR,2024_25,Home,Sheffield United,7,1.6364,1.79,✅ Fair,loss,-1.0
2024-08-17,Plymouth vs Hull,2024_25,Home,Plymouth,-9,2.6111,2.83,✅ Fair,loss,-1.0
2024-08-17,Plymouth vs Hull,2024_25,Draw,Draw,-9,3.1333,3.65,✅ Fair,win,2.65
2024-08-17,Norwich vs Blackburn,2024_25,Draw,Draw,0,3.1714,3.54,✅ Fair,win,2.54
2024-08-17,Burnley vs Cardiff,2024_25,Away,Cardiff,15,4.5,6.69,✅ Good,loss,-1.0
2024-08-17,Bristol City vs Millwall,2024_25,Away,Millwall,-2,3.2222,3.96,✅ Good,loss,-1.0
2024-08-17,West Brom vs Leeds,2024_25,Home,West Brom,7,1.6364,3.39,✅ Excellent,loss,-1.0
2024-08-17,Portsmouth vs Luton,2024_25,Home,Portsmouth,0,2.3617,3.0,✅ Good,loss,-1.0
2024-08-17,Portsmouth vs Luton,2024_25,Draw,Draw,0,3.1714,3.55,✅ Fair,win,2.55
2024-08-17,Derby vs Middlesbrough,2024_25,Home,Derby,-8,2.9412,3.45,✅ Good,win,2.45
2024-08-18,Sunderland vs Sheffield Weds,2024_25,Draw,Draw,-12,3.0,3.46,✅ Fair,loss,-1.0
2024-08-18,Sunderland vs Sheffield Weds,2024_25,Away,Sheffield Weds,-12,2.3333,3.33,✅ Good,loss,-1.0
2024-08-23,Sheffield Weds vs Leeds,2024_25,Home,Sheffield Weds,12,3.0,3.96,✅ Good,loss,-1.0
2024-08-24,Sunderland vs Burnley,2024_25,Home,Sunderland,-9,2.6111,2.99,✅ Fair,win,1.99
2024-08-24,Sunderland vs Burnley,2024_25,Draw,Draw,-9,3.1333,3.41,✅ Fair,loss,-1.0
2024-08-24,Stoke vs West Brom,2024_25,Home,Stoke,6,1.9722,2.55,✅ Good,loss,-1.0
2024-08-24,Preston vs Luton,2024_25,Draw,Draw,-13,2.8,3.48,✅ Good,loss,-1.0
2024-08-24,Norwich vs Sheffield United,2024_25,Home,Norwich,-9,2.6111,2.74,✅ Fair,loss,-1.0
2024-08-24,Norwich vs Sheffield United,2024_25,Draw,Draw,-9,3.1333,3.47,✅ Fair,win,2.47
2024-08-24,Watford vs Derby,2024_25,Away,Derby,5,3.1429,4.03,✅ Good,loss,-1.0
2024-08-24,Blackburn vs Oxford,2024_25,Away,Oxford,2,3.2,4.29,✅ Good,loss,-1.0
2024-08-24,QPR vs Plymouth,2024_25,Home,QPR,7,1.6364,1.7,✅ Fair,loss,-1.0
2024-08-24,Hull vs Millwall,2024_25,Home,Hull,-3,2.0,2.18,✅ Fair,loss,-1.0
2024-08-24,Hull vs Millwall,2024_25,Away,Millwall,-3,2.9655,3.35,✅ Fair,loss,-1.0
2024-08-24,Bristol City vs Coventry,2024_25,Home,Bristol City,2,2.3415,2.47,✅ Fair,loss,-1.0
2024-08-24,Middlesbrough vs Portsmouth,2024_25,Draw,Draw,4,3.3462,4.45,✅ Good,win,3.45
2024-08-24,Middlesbrough vs Portsmouth,2024_25,Away,Portsmouth,4,3.0,6.62,✅ Excellent,loss,-1.0
2024-08-30,Luton vs QPR,2024_25,Away,QPR,-7,2.2069,3.73,✅ Excellent,win,2.73
2024-08-31,Portsmouth vs Sunderland,2024_25,Home,Portsmouth,-3,2.0,3.48,✅ Excellent,loss,-1.0
2024-08-31,Plymouth vs Stoke,2024_25,Draw,Draw,-12,3.0,3.62,✅ Good,loss,-1.0
2024-08-31,Oxford vs Preston,2024_25,Home,Oxford,11,1.7692,2.44,✅ Excellent,win,1.44
2024-08-31,Millwall vs Sheffield Weds,2024_25,Away,Sheffield Weds,-4,2.84,2.95,✅ Fair,loss,-1.0
2024-08-31,West Brom vs Swansea,2024_25,Away,Swansea,-3,2.9655,4.24,✅ Good,loss,-1.0
2024-08-31,Derby vs Bristol City,2024_25,Home,Derby,-2,2.122,2.94,✅ Good,win,1.94
2024-08-31,Coventry vs Norwich,2024_25,Home,Coventry,1,1.8696,1.89,✅ Fair,loss,-1.0
2024-08-31,Leeds vs Hull,2024_25,Draw,Draw,-2,4.5789,5.3,✅ Fair,loss,-1.0
2024-08-31,Leeds vs Hull,2024_25,Away,Hull,-2,3.2222,9.01,✅ Excellent,loss,-1.0
2024-08-31,Burnley vs Blackburn,2024_25,Draw,Draw,9,3.0,3.67,✅ Good,win,2.67
2024-09-01,Sheffield United vs Watford,2024_25,Away,Watford,1,3.9091,4.3,✅ Fair,loss,-1.0
2024-09-13,Hull vs Sheffield United,2024_25,Home,Hull,-6,2.9,3.36,✅ Fair,loss,-1.0
2024-09-14,Watford vs Coventry,2024_25,Home,Watford,6,1.9722,2.6,✅ Good,loss,-1.0
2024-09-14,Plymouth vs Sunderland,2024_25,Away,Sunderland,-11,1.7647,1.8,✅ Fair,loss,-1.0
2024-09-14,Sheffield Weds vs QPR,2024_25,Away,QPR,-4,2.84,3.14,✅ Fair,loss,-1.0
2024-09-14,Millwall vs Luton,2024_25,Home,Millwall,8,1.7419,2.64,✅ Excellent,loss,-1.0
2024-09-14,Blackburn vs Bristol City,2024_25,Home,Blackburn,9,1.95,2.14,✅ Fair,win,1.14
2024-09-14,Blackburn vs Bristol City,2024_25,Draw,Draw,9,3.0,3.48,✅ Fair,loss,-1.0
2024-09-14,Leeds vs Burnley,2024_25,Draw,Draw,-12,3.0,3.86,✅ Good,loss,-1.0
2024-09-14,Leeds vs Burnley,2024_25,Away,Burnley,-12,2.3333,4.7,✅ Excellent,win,3.7
2024-09-14,Oxford vs Stoke,2024_25,Home,Oxford,-1,2.7179,3.14,✅ Fair,win,2.14
2024-09-14,Oxford vs Stoke,2024_25,Draw,Draw,-1,3.1176,3.38,✅ Fair,loss,-1.0
2024-09-15,Portsmouth vs West Brom,2024_25,Home,Portsmouth,-6,2.9,4.02,✅ Good,loss,-1.0
2024-09-20,Stoke vs Hull,2024_25,Home,Stoke,6,1.9722,2.1,✅ Fair,loss,-1.0
2024-09-20,Stoke vs Hull,2024_25,Away,Hull,6,3.087,3.46,✅ Fair,win,2.46
2024-09-21,Luton vs Sheffield Weds,2024_25,Draw,Draw,-1,3.1176,3.58,✅ Fair,loss,-1.0
2024-09-21,Luton vs Sheffield Weds,2024_25,Away,Sheffield Weds,-1,3.2121,3.96,✅ Good,loss,-1.0
2024-09-21,Sheffield United vs Derby,2024_25,Away,Derby,5,3.1429,5.4,✅ Excellent,loss,-1.0
2024-09-21,West Brom vs Plymouth,2024_25,Home,West Brom,13,1.2727,1.39,✅ Good,win,0.39
2024-09-21,Cardiff vs Leeds,2024_25,Home,Cardiff,-15,2.6667,5.13,✅ Excellent,loss,-1.0
2024-09-21,Cardiff vs Leeds,2024_25,Away,Leeds,-15,1.6,1.64,✅ Fair,win,0.64
2024-09-21,Coventry vs Swansea,2024_25,Away,Swansea,-3,2.9655,4.51,✅ Excellent,win,3.51
2024-09-21,Bristol City vs Oxford,2024_25,Draw,Draw,-12,3.0,3.66,✅ Good,loss,-1.0
2024-09-21,Bristol City vs Oxford,2024_25,Away,Oxford,-12,2.3333,4.57,✅ Excellent,loss,-1.0
2024-09-21,Burnley vs Portsmouth,2024_25,Home,Burnley,16,1.3333,1.48,✅ Good,win,0.48
2024-09-21,Burnley vs Portsmouth,2024_25,Draw,Draw,16,4.0,4.42,✅ Fair,loss,-1.0
2024-09-21,Norwich vs Watford,2024_25,Away,Watford,-5,2.5429,3.25,✅ Good,loss,-1.0
2024-09-21,QPR vs Millwall,2024_25,Draw,Draw,-1,3.1176,3.27,✅ Fair,win,2.27
2024-09-21,Sunderland vs Middlesbrough,2024_25,Home,Sunderland,2,2.3415,2.46,✅ Fair,win,1.46
2024-09-22,Preston vs Blackburn,2024_25,Home,Preston,-17,2.5,2.75,✅ Fair,loss,-1.0
2024-09-22,Preston vs Blackburn,2024_25,Away,Blackburn,-17,2.5,2.58,✅ Fair,loss,-1.0
2024-09-27,Plymouth vs Luton,2024_25,Home,Plymouth,-2,2.122,3.81,✅ Excellent,win,2.81
2024-09-28,Portsmouth vs Sheffield United,2024_25,Draw,Draw,-12,3.0,3.75,✅ Good,win,2.75
2024-09-28,Oxford vs Burnley,2024_25,Home,Oxford,-7,3.0476,3.55,✅ Fair,loss,-1.0
2024-09-28,Millwall vs Preston,2024_25,Away,Preston,6,3.087,4.26,✅ Good,loss,-1.0
2024-09-28,Middlesbrough vs Stoke,2024_25,Away,Stoke,6,3.087,5.14,✅ Excellent,loss,-1.0
2024-09-28,Hull vs Cardiff,2024_25,Away,Cardiff,10,2.8,3.84,✅ Good,loss,-1.0
2024-09-28,Sheffield Weds vs West Brom,2024_25,Home,Sheffield Weds,-14,2.5,3.05,✅ Good,win,2.05
2024-09-28,Derby vs Norwich,2024_25,Home,Derby,0,2.3617,2.73,✅ Good,loss,-1.0
2024-09-28,Derby vs Norwich,2024_25,Draw,Draw,0,3.1714,3.44,✅ Fair,loss,-1.0
2024-09-28,Blackburn vs QPR,2024_25,Home,Blackburn,7,1.6364,2.04,✅ Good,win,1.04
2024-09-28,Leeds vs Coventry,2024_25,Draw,Draw,7,4.1538,4.32,✅ Fair,loss,-1.0
2024-09-29,Swansea vs Bristol City,2024_25,Home,Swansea,7,1.6364,2.33,✅ Excellent,loss,-1.0
2024-10-01,Norwich vs Leeds,2024_25,Home,Norwich,-4,2.7308,3.67,✅ Good,loss,-1.0
2024-10-01,West Brom vs Middlesbrough,2024_25,Home,West Brom,3,2.0952,2.46,✅ Good,loss,-1.0
2024-10-01,Sunderland vs Derby,2024_25,Draw,Draw,4,3.3462,3.81,✅ Fair,loss,-1.0
2024-10-01,Sunderland vs Derby,2024_25,Away,Derby,4,3.0,5.03,✅ Excellent,loss,-1.0
2024-10-01,QPR vs Hull,2024_25,Home,QPR,-2,2.122,2.46,✅ Good,loss,-1.0
2024-10-01,Burnley vs Plymouth,2024_25,Away,Plymouth,5,3.1429,6.74,✅ Excellent,loss,-1.0
2024-10-01,Luton vs Oxford,2024_25,Away,Oxford,-2,3.2222,4.86,✅ Good,loss,-1.0
2024-10-01,Coventry vs Blackburn,2024_25,Draw,Draw,-10,3.0,3.43,✅ Fair,loss,-1.0
2024-10-01,Coventry vs Blackburn,2024_25,Away,Blackburn,-10,3.0,3.48,✅ Fair,loss,-1.0
2024-10-02,Preston vs Watford,2024_25,Away,Watford,-7,2.2069,2.81,✅ Good,loss,-1.0
2024-10-02,Sheffield United vs Swansea,2024_25,Draw,Draw,0,3.1714,3.78,✅ Good,loss,-1.0
2024-10-02,Sheffield United vs Swansea,2024_25,Away,Swansea,0,3.8276,4.45,✅ Fair,loss,-1.0
2024-10-02,Stoke vs Portsmouth,2024_25,Away,Portsmouth,-2,3.2222,4.16,✅ Good,loss,-1.0
2024-10-02,Bristol City vs Sheffield Weds,2024_25,Home,Bristol City,5,2.0,2.18,✅ Fair,loss,-1.0
2024-10-02,Bristol City vs Sheffield Weds,2024_25,Away,Sheffield Weds,5,3.1429,3.22,✅ Fair,loss,-1.0
2024-10-04,Sunderland vs Leeds,2024_25,Home,Sunderland,-4,2.7308,2.96,✅ Fair,loss,-1.0
2024-10-05,Burnley vs Preston,2024_25,Away,Preston,2,3.2,5.24,✅ Excellent,loss,-1.0
2024-10-05,Plymouth vs Blackburn,2024_25,Home,Plymouth,-3,2.0,3.18,✅ Excellent,win,2.18
2024-10-05,Swansea vs Stoke,2024_25,Draw,Draw,0,3.1714,3.44,✅ Fair,win,2.44
2024-10-05,Sheffield United vs Luton,2024_25,Home,Sheffield United,7,1.6364,1.92,✅ Good,win,0.92
2024-10-05,Norwich vs Hull,2024_25,Home,Norwich,1,1.8696,2.0,✅ Fair,win,1.0
2024-10-05,West Brom vs Millwall,2024_25,Home,West Brom,1,1.8696,1.96,✅ Fair,loss,-1.0
2024-10-05,West Brom vs Millwall,2024_25,Away,Millwall,1,3.9091,4.09,✅ Fair,loss,-1.0
2024-10-05,Coventry vs Sheffield Weds,2024_25,Draw,Draw,3,3.6667,3.71,✅ Fair,loss,-1.0
2024-10-05,Coventry vs Sheffield Weds,2024_25,Away,Sheffield Weds,3,4.0,4.01,✅ Fair,win,3.01
2024-10-05,Portsmouth vs Oxford,2024_25,Draw,Draw,-12,3.0,3.36,✅ Fair,win,2.36
2024-10-05,Portsmouth vs Oxford,2024_25,Away,Oxford,-12,2.3333,2.87,✅ Good,loss,-1.0
2024-10-05,Derby vs QPR,2024_25,Away,QPR,2,3.2,3.2,✅ Fair,loss,-1.0
2024-10-05,Watford vs Middlesbrough,2024_25,Home,Watford,-9,2.6111,3.55,✅ Good,win,2.55
2024-10-05,Watford vs Middlesbrough,2024_25,Draw,Draw,-9,3.1333,3.71,✅ Good,loss,-1.0
2024-10-06,Bristol City vs Cardiff,2024_25,Away,Cardiff,2,3.2,4.52,✅ Good,loss,-1.0
2024-10-18,Leeds vs Sheffield United,2024_25,Draw,Draw,-1,3.1176,3.53,✅ Fair,loss,-1.0
2024-10-18,Leeds vs Sheffield United,2024_25,Away,Sheffield United,-1,3.2121,4.11,✅ Good,loss,-1.0
2024-10-19,QPR vs Portsmouth,2024_25,Away,Portsmouth,6,3.087,4.1,✅ Good,win,3.1
2024-10-19,Middlesbrough vs Bristol City,2024_25,Draw,Draw,8,3.8571,3.92,✅ Fair,loss,-1.0
2024-10-19,Stoke vs Norwich,2024_25,Away,Norwich,-7,2.2069,2.65,✅ Good,loss,-1.0
2024-10-19,Sheffield Weds vs Burnley,2024_25,Away,Burnley,-5,2.5429,2.63,✅ Fair,win,1.63
2024-10-19,Millwall vs Derby,2024_25,Home,Millwall,1,1.8696,2.03,✅ Fair,loss,-1.0
2024-10-19,Preston vs Coventry,2024_25,Home,Preston,2,2.3415,2.8,✅ Good,win,1.8
2024-10-19,Oxford vs West Brom,2024_25,Home,Oxford,-1,2.7179,3.84,✅ Good,loss,-1.0
2024-10-19,Oxford vs West Brom,2024_25,Draw,Draw,-1,3.1176,3.48,✅ Fair,win,2.48
2024-10-19,Luton vs Watford,2024_25,Away,Watford,2,3.2,3.61,✅ Fair,loss,-1.0
2024-10-19,Blackburn vs Swansea,2024_25,Home,Blackburn,1,1.8696,2.1,✅ Good,win,1.1
2024-10-19,Cardiff vs Plymouth,2024_25,Away,Plymouth,-8,2.5,3.53,✅ Good,loss,-1.0
2024-10-20,Hull vs Sunderland,2024_25,Home,Hull,-4,2.7308,2.83,✅ Fair,loss,-1.0
2024-10-22,Stoke vs Bristol City,2024_25,Home,Stoke,0,2.3617,2.41,✅ Fair,loss,-1.0
2024-10-22,Stoke vs Bristol City,2024_25,Draw,Draw,0,3.1714,3.35,✅ Fair,win,2.35
2024-10-22,Sheffield Weds vs Swansea,2024_25,Draw,Draw,-1,3.1176,3.38,✅ Fair,win,2.38
2024-10-22,Sheffield Weds vs Swansea,2024_25,Away,Swansea,-1,3.2121,3.41,✅ Fair,loss,-1.0
2024-10-22,Oxford vs Derby,2024_25,Home,Oxford,1,1.8696,2.58,✅ Excellent,loss,-1.0
2024-10-22,Preston vs Norwich,2024_25,Away,Norwich,-5,2.5429,2.69,✅ Fair,loss,-1.0
2024-10-22,Cardiff vs Portsmouth,2024_25,Home,Cardiff,8,1.7419,1.92,✅ Fair,win,0.92
2024-10-22,Leeds vs Watford,2024_25,Home,Leeds,13,1.2727,1.33,✅ Fair,win,0.33
2024-10-22,QPR vs Coventry,2024_25,Home,QPR,-4,2.7308,2.93,✅ Fair,loss,-1.0
2024-10-23,Blackburn vs West Brom,2024_25,Home,Blackburn,0,2.3617,2.79,✅ Good,loss,-1.0
2024-10-23,Blackburn vs West Brom,2024_25,Draw,Draw,0,3.1714,3.27,✅ Fair,win,2.27
2024-10-23,Hull vs Burnley,2024_25,Away,Burnley,-5,2.5429,2.6,✅ Fair,loss,-1.0
2024-10-23,Luton vs Sunderland,2024_25,Draw,Draw,-1,3.1176,3.33,✅ Fair,loss,-1.0
2024-10-23,Millwall vs Plymouth,2024_25,Draw,Draw,3,3.6667,4.04,✅ Fair,loss,-1.0
2024-10-23,Millwall vs Plymouth,2024_25,Away,Plymouth,3,4.0,5.28,✅ Good,loss,-1.0
2024-10-23,Middlesbrough vs Sheffield United,2024_25,Draw,Draw,-5,3.56,3.56,✅ Fair,loss,-1.0
2024-10-23,Middlesbrough vs Sheffield United,2024_25,Away,Sheffield United,-5,2.5429,3.48,✅ Good,loss,-1.0
2024-10-25,Portsmouth vs Sheffield Weds,2024_25,Home,Portsmouth,-6,2.9,3.4,✅ Good,loss,-1.0
2024-10-26,Plymouth vs Preston,2024_25,Away,Preston,-7,2.2069,2.54,✅ Good,loss,-1.0
2024-10-26,West Brom vs Cardiff,2024_25,Draw,Draw,-4,3.55,3.88,✅ Fair,win,2.88
2024-10-26,West Brom vs Cardiff,2024_25,Away,Cardiff,-4,2.84,5.08,✅ Excellent,loss,-1.0
2024-10-26,Swansea vs Millwall,2024_25,Home,Swansea,-3,2.0,2.48,✅ Good,loss,-1.0
2024-10-26,Sunderland vs Oxford,2024_25,Away,Oxford,5,3.1429,5.63,✅ Excellent,loss,-1.0
2024-10-26,Sheffield United vs Stoke,2024_25,Draw,Draw,0,3.1714,3.72,✅ Good,loss,-1.0
2024-10-26,Sheffield United vs Stoke,2024_25,Away,Stoke,0,3.8276,4.51,✅ Fair,loss,-1.0
2024-10-26,Watford vs Blackburn,2024_25,Away,Blackburn,-7,2.2069,2.81,✅ Good,loss,-1.0
2024-10-26,Coventry vs Luton,2024_25,Home,Coventry,-2,2.122,2.22,✅ Fair,win,1.22
2024-10-26,Bristol City vs Leeds,2024_25,Home,Bristol City,-5,3.069,4.04,✅ Good,loss,-1.0
2024-10-26,Bristol City vs Leeds,2024_25,Draw,Draw,-5,3.56,3.63,✅ Fair,win,2.63
2024-10-26,Derby vs Hull,2024_25,Away,Hull,-4,2.84,3.01,✅ Fair,loss,-1.0
2024-10-27,Norwich vs Middlesbrough,2024_25,Home,Norwich,8,1.7419,2.79,✅ Excellent,loss,-1.0
2024-11-01,Luton vs West Brom,2024_25,Home,Luton,-1,2.7179,2.79,✅ Fair,loss,-1.0
2024-11-01,Luton vs West Brom,2024_25,Draw,Draw,-1,3.1176,3.28,✅ Fair,win,2.28
2024-11-02,Preston vs Bristol City,2024_25,Home,Preston,0,2.3617,2.51,✅ Fair,loss,-1.0
2024-11-02,Preston vs Bristol City,2024_25,Draw,Draw,0,3.1714,3.18,✅ Fair,loss,-1.0
2024-11-02,QPR vs Sunderland,2024_25,Draw,Draw,-12,3.0,3.37,✅ Fair,win,2.37
2024-11-02,Sheffield Weds vs Watford,2024_25,Away,Watford,5,3.1429,3.81,✅ Good,win,2.81
2024-11-02,Leeds vs Plymouth,2024_25,Draw,Draw,10,5.6,7.43,✅ Good,loss,-1.0
2024-11-02,Leeds vs Plymouth,2024_25,Away,Plymouth,10,2.8,13.74,✅ Excellent,loss,-1.0
2024-11-02,Middlesbrough vs Coventry,2024_25,Draw,Draw,2,3.84,4.02,✅ Fair,loss,-1.0
2024-11-02,Middlesbrough vs Coventry,2024_25,Away,Coventry,2,3.2,4.5,✅ Good,win,3.5
2024-11-02,Cardiff vs Norwich,2024_25,Home,Cardiff,0,2.3617,2.58,✅ Fair,win,1.58
2024-11-02,Cardiff vs Norwich,2024_25,Draw,Draw,0,3.1714,3.54,✅ Fair,loss,-1.0
2024-11-02,Oxford vs Swansea,2024_25,Home,Oxford,1,1.8696,2.77,✅ Excellent,loss,-1.0
2024-11-02,Hull vs Portsmouth,2024_25,Home,Hull,7,1.6364,1.68,✅ Fair,loss,-1.0
2024-11-02,Stoke vs Derby,2024_25,Away,Derby,2,3.2,3.25,✅ Fair,loss,-1.0
2024-11-02,Blackburn vs Sheffield United,2024_25,Home,Blackburn,-4,2.7308,2.81,✅ Fair,loss,-1.0
2024-11-03,Millwall vs Burnley,2024_25,Home,Millwall,0,2.3617,2.77,✅ Good,win,1.77
2024-11-05,Bristol City vs Sheffield United,2024_25,Home,Bristol City,0,2.3617,3.04,✅ Good,loss,-1.0
2024-11-05,Bristol City vs Sheffield United,2024_25,Draw,Draw,0,3.1714,3.27,✅ Fair,loss,-1.0
2024-11-05,Oxford vs Hull,2024_25,Home,Oxford,0,2.3617,2.95,✅ Good,win,1.95
2024-11-05,Oxford vs Hull,2024_25,Draw,Draw,0,3.1714,3.39,✅ Fair,loss,-1.0
2024-11-05,QPR vs Middlesbrough,2024_25,Home,QPR,-1,2.7179,3.66,✅ Good,loss,-1.0
2024-11-05,QPR vs Middlesbrough,2024_25,Draw,Draw,-1,3.1176,3.57,✅ Fair,loss,-1.0
2024-11-05,Sheffield Weds vs Norwich,2024_25,Away,Norwich,-7,2.2069,3.31,✅ Excellent,loss,-1.0
2024-11-05,Plymouth vs Portsmouth,2024_25,Home,Plymouth,-2,2.122,2.26,✅ Fair,win,1.26
2024-11-05,Swansea vs Watford,2024_25,Draw,Draw,-1,3.1176,3.54,✅ Fair,loss,-1.0
2024-11-05,Swansea vs Watford,2024_25,Away,Watford,-1,3.2121,3.75,✅ Fair,loss,-1.0
2024-11-06,Luton vs Cardiff,2024_25,Draw,Draw,-10,3.0,3.65,✅ Good,loss,-1.0
2024-11-06,Luton vs Cardiff,2024_25,Away,Cardiff,-10,3.0,3.95,✅ Good,loss,-1.0
2024-11-06,Coventry vs Derby,2024_25,Away,Derby,6,3.087,4.41,✅ Good,win,3.41
2024-11-06,Millwall vs Leeds,2024_25,Home,Millwall,-4,2.7308,4.16,✅ Excellent,win,3.16
2024-11-06,Blackburn vs Stoke,2024_25,Draw,Draw,-10,3.0,3.54,✅ Good,loss,-1.0
2024-11-06,Blackburn vs Stoke,2024_25,Away,Stoke,-10,3.0,3.6,✅ Good,win,2.6
2024-11-06,Preston vs Sunderland,2024_25,Home,Preston,-4,2.7308,3.17,✅ Good,loss,-1.0
2024-11-07,West Brom vs Burnley,2024_25,Home,West Brom,-3,2.0,2.29,✅ Good,loss,-1.0
2024-11-07,West Brom vs Burnley,2024_25,Away,Burnley,-3,2.9655,3.28,✅ Fair,loss,-1.0
2024-11-08,Watford vs Oxford,2024_25,Draw,Draw,3,3.6667,3.82,✅ Fair,loss,-1.0
2024-11-08,Watford vs Oxford,2024_25,Away,Oxford,3,4.0,4.92,✅ Good,loss,-1.0
2024-11-09,Norwich vs Bristol City,2024_25,Home,Norwich,-2,2.122,2.3,✅ Fair,loss,-1.0
2024-11-09,Sunderland vs Coventry,2024_25,Home,Sunderland,3,2.0952,2.19,✅ Fair,loss,-1.0
2024-11-09,Leeds vs QPR,2024_25,Draw,Draw,11,3.8333,5.81,✅ Good,loss,-1.0
2024-11-09,Leeds vs QPR,2024_25,Away,QPR,11,5.75,11.72,✅ Excellent,loss,-1.0
2024-11-09,Portsmouth vs Preston,2024_25,Home,Portsmouth,-2,2.122,2.87,✅ Good,win,1.87
2024-11-09,Stoke vs Millwall,2024_25,Home,Stoke,-3,2.0,2.59,✅ Good,loss,-1.0
2024-11-09,Cardiff vs Blackburn,2024_25,Away,Blackburn,12,2.0,3.01,✅ Excellent,win,2.01
2024-11-09,Derby vs Plymouth,2024_25,Draw,Draw,9,3.0,4.0,✅ Good,win,3.0
2024-11-09,Middlesbrough vs Luton,2024_25,Away,Luton,-2,3.2222,4.38,✅ Good,loss,-1.0
2024-11-10,Sheffield United vs Sheffield Weds,2024_25,Away,Sheffield Weds,6,3.087,4.08,✅ Good,loss,-1.0
2024-11-10,Hull vs West Brom,2024_25,Away,West Brom,-6,2.4167,2.64,✅ Fair,win,1.64
2024-11-10,Burnley vs Swansea,2024_25,Home,Burnley,1,1.8696,1.93,✅ Fair,win,0.93
2024-11-10,Burnley vs Swansea,2024_25,Away,Swansea,1,3.9091,4.06,✅ Fair,loss,-1.0
2024-11-22,Plymouth vs Watford,2024_25,Home,Plymouth,-9,2.6111,3.09,✅ Good,loss,-1.0
2024-11-22,Plymouth vs Watford,2024_25,Draw,Draw,-9,3.1333,3.47,✅ Fair,win,2.47
2024-11-23,West Brom vs Norwich,2024_25,Away,Norwich,6,3.087,4.21,✅ Good,loss,-1.0
2024-11-23,Bristol City vs Burnley,2024_25,Home,Bristol City,3,2.0952,2.75,✅ Good,loss,-1.0
2024-11-23,QPR vs Stoke,2024_25,Away,Stoke,-7,2.2069,2.72,✅ Good,loss,-1.0
